inst#,predicted,prediction,REVIEW-ID,CLASS
5550,negative,0.92,33730,negative
5551,negative,0.38,39126,negative
5552,positive,0.5,53888,positive
5553,positive,0.83,38192,positive
5554,positive,0.42,49480,positive
5555,positive,0.54,47166,positive
5556,positive,0.94,2023,positive
5557,positive,0.58,19219,positive
5558,positive,0.48,72165,positive
5559,negative,0.89,34031,negative
5560,positive,0.89,31716,positive
5561,positive,0.81,35383,positive
5562,negative,0.54,12452,negative
5563,positive,0.81,34365,positive
5564,positive,0.5,12317,positive
5565,positive,0.37,12796,positive
5566,positive,0.89,35694,positive
5567,positive,0.5,54390,positive
5568,neutral,0.4,45216,neutral
5569,positive,0.43,12522,positive
5570,positive,0.69,42590,positive
5571,positive,0.65,30448,positive
5572,positive,0.79,38251,positive
5573,positive,0.45,8092,positive
5574,positive,0.51,9336,positive
5575,positive,0.79,19333,positive
5576,positive,0.71,26440,positive
5577,positive,0.59,47846,positive
5578,positive,0.49,29132,positive
5579,positive,0.89,31661,positive
5580,positive,0.72,49249,positive
5581,positive,0.51,39904,positive
5582,negative,0.54,7614,negative
5583,positive,0.49,27640,positive
5584,positive,0.81,62175,positive
5585,positive,0.47,51153,positive
5586,negative,0.56,8291,negative
5587,positive,0.55,3593,positive
5588,positive,0.77,8636,positive
5589,positive,0.81,6353,positive
5590,positive,0.93,60991,positive
5591,positive,0.75,55060,positive
5592,positive,0.9,33211,positive
5593,positive,0.63,18964,positive
5594,negative,0.41,32833,negative
5595,positive,0.83,41184,positive
5596,positive,0.79,9829,positive
5597,positive,0.73,7822,positive
5598,positive,0.44,39819,positive
5599,positive,0.64,54616,positive
5600,positive,0.74,34785,positive
5601,negative,0.8,33435,negative
5602,negative,0.63,24662,negative
5603,positive,0.68,8018,positive
5604,negative,0.44,44103,negative
5605,positive,0.56,54381,positive
5606,positive,0.59,56340,positive
5607,negative,0.5,20357,negative
5608,positive,0.56,45207,positive
5609,positive,0.87,43772,positive
5610,negative,0.47,22943,negative
5611,positive,0.43,38151,positive
5612,positive,0.97,52668,positive
5613,positive,0.53,48923,positive
5614,positive,0.7,65503,positive
5615,negative,0.56,44733,negative
5616,positive,0.82,69575,positive
5617,positive,0.87,68144,positive
5618,positive,0.5,60339,positive
5619,positive,0.53,71469,positive
5620,negative,0.68,32044,negative
5621,negative,0.51,28817,negative
5622,positive,0.91,28058,positive
5623,positive,0.46,52869,positive
5624,positive,0.753,71662,positive
5625,positive,0.92,59950,positive
5626,negative,0.38,58316,negative
5627,positive,0.56,28029,positive
5628,positive,0.5,13601,positive
5629,positive,0.78,38205,positive
5630,negative,0.46,67608,negative
5631,positive,0.64,38258,positive
5632,negative,0.47,57888,negative
5633,positive,0.72,66137,positive
5634,positive,0.69,61190,positive
5635,negative,0.7,44325,negative
5636,positive,0.63,59947,positive
5637,positive,0.67,49015,positive
5638,positive,0.78,70226,positive
5639,positive,0.84,53797,positive
5640,negative,0.79,1387,negative
5641,positive,0.7,23466,positive
5642,positive,0.76,42617,positive
5643,positive,0.63,36308,positive
5644,negative,0.45,53831,negative
5645,positive,0.53,70425,positive
5646,positive,0.7,51873,positive
5647,positive,0.64,5784,positive
5648,negative,0.84,16330,negative
5649,positive,0.88,61719,positive
5650,positive,0.51,66280,positive
5651,positive,0.62,40906,positive
5652,negative,0.86,27955,negative
5653,positive,0.559,11139,positive
5654,positive,0.58,33134,positive
5655,negative,0.9,10893,negative
5656,positive,0.76,13811,positive
5657,negative,0.38,5831,negative
5658,positive,0.57,68043,positive
5659,positive,0.45,9545,positive
5660,negative,0.53,25332,negative
5661,positive,0.93,72004,positive
5662,positive,0.62,47777,positive
5663,negative,0.79,68678,negative
5664,positive,0.69,63590,positive
5665,positive,0.44,48057,positive
5666,positive,0.83,36122,positive
5667,positive,0.51,25139,positive
5668,positive,0.72,10754,positive
5669,negative,0.64,7058,negative
5670,positive,0.96,6997,positive
5671,positive,0.54,48217,positive
5672,negative,0.42,28099,negative
5673,positive,0.72,7376,positive
5674,positive,0.88,34039,positive
5675,positive,0.55,40945,positive
5676,negative,0.51,15635,negative
5677,positive,0.72,61213,positive
5678,negative,0.48,60891,negative
5679,positive,0.72,27494,positive
5680,positive,0.51,42189,positive
5681,positive,0.6,37508,positive
5682,positive,0.82,38442,positive
5683,negative,0.6,38880,negative
5684,neutral,0.44,46579,neutral
5685,positive,0.58,20954,positive
5686,positive,0.8,58665,positive
5687,positive,0.61,22534,positive
5688,positive,0.66,11929,positive
5689,negative,0.79,59212,negative
5690,positive,0.48,34630,positive
5691,positive,0.65,62421,positive
5692,positive,0.75,22523,positive
5693,positive,0.62,56587,positive
5694,positive,0.38,35751,positive
5695,positive,0.88,70464,positive
5696,positive,0.88,34366,positive
5697,positive,0.68,45144,positive
5698,positive,0.65,49233,positive
5699,positive,0.4,42485,positive
5700,negative,0.66,28569,negative
5701,positive,0.59,52272,positive
5702,positive,0.68,61691,positive
5703,positive,0.75,52731,positive
5704,positive,0.38,48261,positive
5705,positive,0.71,54985,positive
5706,positive,0.89,70761,positive
5707,positive,0.73,38261,positive
5708,positive,0.76,67981,positive
5709,positive,0.45,48742,positive
5710,negative,0.6,32436,negative
5711,positive,0.94,5261,positive
5712,negative,0.58,36398,negative
5713,positive,0.51,45562,positive
5714,positive,0.54,47082,positive
5715,negative,0.58,10114,negative
5716,positive,0.5,10216,positive
5717,positive,0.66,35085,positive
5718,positive,0.61,69144,positive
5719,positive,0.66,7925,positive
5720,positive,0.46,66685,positive
5721,positive,0.53,1502,positive
5722,negative,0.39,38353,negative
5723,negative,0.48,37365,negative
5724,negative,0.61,18826,negative
5725,positive,0.57,54142,positive
5726,positive,0.61,47006,positive
5727,positive,0.52,47027,positive
5728,positive,0.49,65324,positive
5729,positive,0.86,19137,positive
5730,positive,0.87,34934,positive
5731,positive,0.74,56083,positive
5732,positive,0.83,55537,positive
5733,negative,0.55,38000,negative
5734,positive,0.74,35269,positive
5735,positive,0.61,53074,positive
5736,negative,0.587,30496,negative
5737,positive,0.7,63474,positive
5738,positive,0.49,50110,positive
5739,positive,0.71,9471,positive
5740,positive,0.83,48997,positive
5741,positive,0.54,14669,positive
5742,positive,0.446,6636,positive
5743,positive,0.58,72186,positive
5744,negative,0.497,11989,negative
5745,negative,0.5,58235,negative
5746,positive,0.58,32656,positive
5747,positive,0.79,1600,positive
5748,positive,0.77,67089,positive
5749,positive,0.65,42307,positive
5750,positive,0.55,7988,positive
5751,positive,0.47,68823,positive
5752,positive,0.58,27133,positive
5753,positive,0.47,55237,positive
5754,negative,0.72,46109,negative
5755,negative,0.51,42936,negative
5756,negative,0.59,36423,negative
5757,positive,0.65,67535,positive
5758,negative,0.73,59245,negative
5759,positive,0.79,71884,positive
5760,positive,0.88,11975,positive
5761,positive,0.72,44438,positive
5762,positive,0.48,53321,positive
5763,positive,0.79,35127,positive
5764,negative,0.57,36990,negative
5765,positive,0.609,23449,positive
5766,negative,0.62,24457,negative
5767,neutral,0.444,8452,neutral
5768,positive,0.49,26718,positive
5769,positive,0.71,48506,positive
5770,positive,0.92,42680,positive
5771,positive,0.52,52482,positive
5772,positive,0.83,69099,positive
5773,negative,0.38,54519,negative
5774,positive,0.76,17004,positive
5775,positive,0.53,42436,positive
5776,negative,0.42,12288,negative
5777,positive,0.8,60361,positive
5778,positive,0.54,71562,positive
5779,positive,0.59,64332,positive
5780,negative,0.71,44343,negative
5781,negative,0.79,36285,negative
5782,positive,0.68,62840,positive
5783,positive,0.82,31313,positive
5784,negative,0.71,38002,negative
5785,positive,0.83,41735,positive
5786,negative,0.43,48407,negative
5787,positive,0.7,57435,positive
5788,positive,0.74,65060,positive
5789,positive,0.63,22149,positive
5790,positive,0.76,26365,positive
5791,positive,0.462,70953,positive
5792,positive,0.89,20857,positive
5793,positive,0.55,9754,positive
5794,positive,0.59,48195,positive
5795,negative,0.47,40539,negative
5796,positive,0.41,60099,positive
5797,negative,0.69,62812,negative
5798,negative,0.38,35536,negative
5799,positive,0.64,64706,positive
5800,positive,0.88,63485,positive
5801,positive,0.43,27782,positive
5802,positive,0.47,41211,positive
5803,positive,0.59,19903,positive
5804,positive,0.64,44932,positive
5805,positive,0.76,58614,positive
5806,positive,0.85,69151,positive
5807,neutral,0.44,55597,neutral
5808,negative,0.57,44548,negative
5809,negative,0.563,69950,negative
5810,positive,0.53,47218,positive
5811,positive,0.8,7442,positive
5812,positive,0.66,58523,positive
5813,positive,0.64,38396,positive
5814,positive,0.78,67712,positive
5815,positive,0.84,32320,positive
5816,positive,0.85,54332,positive
5817,positive,0.84,509,positive
5818,positive,0.87,63748,positive
5819,positive,0.8,4998,positive
5820,positive,0.65,64670,positive
5821,positive,0.74,53087,positive
5822,positive,0.69,13250,positive
5823,positive,0.73,23737,positive
5824,positive,0.56,71629,positive
5825,positive,0.83,4481,positive
5826,negative,0.83,64792,negative
5827,positive,0.69,61296,positive
5828,negative,0.51,12746,negative
5829,positive,0.85,68500,positive
5830,negative,0.52,66404,negative
5831,negative,0.48,17297,negative
5832,positive,0.77,60806,positive
5833,positive,0.53,57670,positive
5834,negative,0.55,22579,negative
5835,negative,0.57,61837,negative
5836,positive,0.49,28714,positive
5837,negative,0.74,173,negative
5838,positive,0.78,7938,positive
5839,positive,0.7,67872,positive
5840,positive,0.61,2203,positive
5841,positive,0.86,2802,positive
5842,positive,0.96,52886,positive
5843,positive,0.6,54912,positive
5844,positive,0.78,19890,positive
5845,positive,0.68,59131,positive
5846,negative,0.65,20861,negative
5847,positive,0.45,44903,positive
5848,positive,0.57,48577,positive
5849,negative,0.39,26326,negative
5850,negative,0.79,22270,negative
5851,positive,0.58,13867,positive
5852,positive,0.59,32775,positive
5853,positive,0.78,12943,positive
5854,positive,0.49,68732,positive
5855,positive,0.65,40710,positive
5856,negative,0.9,68848,negative
5857,negative,0.541,71692,negative
5858,negative,0.46,58332,negative
5859,positive,0.85,31066,positive
5860,positive,0.66,19261,positive
5861,negative,0.44,9573,negative
5862,positive,0.71,7419,positive
5863,positive,0.68,70537,positive
5864,positive,0.8,35569,positive
5865,positive,0.69,53113,positive
5866,positive,0.476,12681,positive
5867,positive,0.71,61384,positive
5868,negative,0.642,15845,negative
5869,positive,0.78,35046,positive
5870,positive,0.92,68499,positive
5871,positive,0.73,14429,positive
5872,positive,0.83,59807,positive
5873,negative,0.55,7899,negative
5874,negative,0.54,352,negative
5875,positive,0.96,38637,positive
5876,negative,0.542,10527,negative
5877,positive,0.53,37345,positive
5878,positive,0.5,39543,positive
5879,positive,0.77,60342,positive
5880,negative,0.68,30735,negative
5881,negative,0.54,28305,negative
5882,positive,0.72,12196,positive
5883,positive,0.88,60252,positive
5884,positive,0.59,22777,positive
5885,positive,0.62,8954,positive
5886,positive,0.34,54281,positive
5887,positive,0.5,67762,positive
5888,positive,0.6,5232,positive
5889,positive,0.52,30224,positive
5890,positive,0.88,10757,positive
5891,positive,0.88,44222,positive
5892,negative,0.63,52039,negative
5893,positive,0.72,49188,positive
5894,positive,0.96,34288,positive
5895,positive,0.45,19758,positive
5896,positive,0.77,9402,positive
5897,positive,0.65,16095,positive
5898,positive,0.91,30120,positive
5899,positive,0.83,5412,positive
5900,negative,0.429,12516,negative
5901,positive,0.78,30524,positive
5902,positive,0.52,43762,positive
5903,positive,0.54,68781,positive
5904,positive,0.65,9595,positive
5905,positive,0.58,55399,positive
5906,negative,0.78,29853,negative
5907,positive,0.56,41428,positive
5908,negative,0.4,34492,negative
5909,negative,0.49,2345,negative
5910,positive,0.79,64256,positive
5911,positive,0.7,6232,positive
5912,positive,0.91,9889,positive
5913,positive,0.92,58893,positive
5914,negative,0.55,53540,negative
5915,positive,0.83,64225,positive
5916,positive,0.62,15100,positive
5917,positive,0.58,50056,positive
5918,negative,0.45,38845,negative
5919,positive,0.49,69220,positive
5920,negative,0.63,57817,negative
5921,positive,0.58,41692,positive
5922,negative,0.47,11928,negative
5923,positive,0.65,59851,positive
5924,positive,0.75,38281,positive
5925,positive,0.56,44297,positive
5926,negative,0.42,23598,negative
5927,positive,0.38,38014,positive
5928,positive,0.88,23575,positive
5929,positive,0.7,41673,positive
5930,negative,0.63,2738,negative
5931,positive,0.78,59538,positive
5932,positive,0.81,60004,positive
5933,positive,0.89,44068,positive
5934,positive,0.97,70930,positive
5935,positive,0.4,2999,positive
5936,positive,0.69,15022,positive
5937,positive,0.84,26217,positive
5938,positive,0.56,981,positive
5939,positive,0.61,5496,positive
5940,positive,0.81,61211,positive
5941,positive,0.47,47818,positive
5942,negative,0.69,35775,negative
5943,positive,0.44,43134,positive
5944,positive,0.68,57223,positive
5945,negative,0.42,63741,negative
5946,negative,0.41,4065,negative
5947,positive,0.6,53682,positive
5948,positive,0.46,48865,positive
5949,positive,0.55,50459,positive
5950,positive,0.56,38802,positive
5951,positive,0.83,62640,positive
5952,positive,0.89,31210,positive
5953,positive,0.62,8501,positive
5954,negative,0.75,21297,negative
5955,positive,0.55,26652,positive
5956,positive,0.67,32144,positive
5957,positive,0.52,8040,positive
5958,positive,0.68,60802,positive
5959,positive,0.72,25913,positive
5960,positive,0.64,58342,positive
5961,positive,0.75,26114,positive
5962,positive,0.4,13344,positive
5963,positive,0.84,57071,positive
5964,positive,0.63,45176,positive
5965,neutral,0.44,47058,neutral
5966,positive,0.56,28895,positive
5967,positive,0.49,22622,positive
5968,positive,0.7,60128,positive
5969,negative,0.66,31680,negative
5970,positive,0.94,63040,positive
5971,positive,0.76,62867,positive
5972,positive,0.77,72424,positive
5973,positive,0.74,69157,positive
5974,positive,0.49,32199,positive
5975,positive,0.96,35899,positive
5976,positive,0.42,71290,positive
5977,positive,0.49,12538,positive
5978,positive,0.45,10200,positive
5979,negative,0.5,37082,negative
5980,negative,0.48,70205,negative
5981,positive,1,70373,positive
5982,positive,0.76,20349,positive
5983,positive,0.6,60767,positive
5984,negative,0.55,8270,negative
5985,positive,0.74,70862,positive
5986,positive,0.75,2453,positive
5987,positive,0.45,60171,positive
5988,positive,0.68,12453,positive
5989,positive,0.54,9385,positive
5990,positive,0.87,9757,positive
5991,positive,0.68,19982,positive
5992,positive,0.47,65281,positive
5993,negative,0.48,11075,negative
5994,positive,0.826,54425,positive
5995,positive,0.69,45063,positive
5996,positive,0.9,16431,positive
5997,positive,0.74,2121,positive
5998,positive,0.8,144,positive
5999,positive,0.62,29559,positive
6000,positive,0.73,3793,positive
6001,positive,0.66,15259,positive
6002,negative,0.42,12512,negative
6003,positive,0.66,62591,positive
6004,negative,0.45,26834,negative
6005,positive,0.38,44996,positive
6006,positive,0.66,43834,positive
6007,neutral,0.47,11502,neutral
6008,positive,0.63,65576,positive
6009,positive,0.59,35599,positive
6010,positive,0.7,53127,positive
