=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     final_test_3
Instances:    10000
Attributes:   659
              [list of attributes omitted]
Test mode:    evaluate on training data

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 63.73 seconds

=== Predictions on training set ===

inst#,actual,predicted,error,prediction
5427,1:positive,1:positive,,0.96
5428,2:negative,2:negative,,0.93
5429,2:negative,2:negative,,0.81
5430,1:positive,1:positive,,0.98
5431,1:positive,1:positive,,0.98
5432,1:positive,1:positive,,1
5433,1:positive,1:positive,,0.98
5434,2:negative,2:negative,,0.76
5435,2:negative,2:negative,,0.78
5436,1:positive,1:positive,,0.99
5437,1:positive,1:positive,,0.94
5438,1:positive,1:positive,,0.91
5439,1:positive,1:positive,,0.93
5440,1:positive,1:positive,,1
5441,1:positive,1:positive,,0.93
5442,1:positive,1:positive,,0.94
5443,1:positive,1:positive,,0.98
5444,2:negative,2:negative,,0.78
5445,1:positive,1:positive,,0.89
5446,1:positive,1:positive,,0.87
5447,1:positive,1:positive,,0.87
5448,2:negative,2:negative,,0.9
5449,1:positive,1:positive,,0.9
5450,1:positive,1:positive,,0.95
5451,1:positive,1:positive,,0.9
5452,1:positive,1:positive,,0.88
5453,2:negative,2:negative,,0.88
5454,1:positive,1:positive,,0.96
5455,1:positive,1:positive,,0.92
5456,2:negative,2:negative,,0.74
5457,1:positive,1:positive,,0.87
5458,1:positive,1:positive,,0.91
5459,1:positive,1:positive,,0.94
5460,1:positive,1:positive,,0.99
5461,1:positive,1:positive,,0.94
5462,1:positive,1:positive,,0.94
5463,1:positive,1:positive,,0.96
5464,1:positive,1:positive,,0.94
5465,1:positive,1:positive,,0.97
5466,1:positive,1:positive,,1
5467,1:positive,1:positive,,1
5468,1:positive,1:positive,,0.86
5469,2:negative,2:negative,,0.84
5470,1:positive,1:positive,,0.99
5471,1:positive,1:positive,,0.92
5472,1:positive,1:positive,,0.92
5473,1:positive,1:positive,,0.97
5474,2:negative,2:negative,,0.98
5475,1:positive,1:positive,,0.93
5476,2:negative,2:negative,,0.8
5477,1:positive,1:positive,,0.97
5478,1:positive,1:positive,,0.95
5479,2:negative,2:negative,,0.96
5480,1:positive,1:positive,,0.93
5481,1:positive,1:positive,,0.97
5482,1:positive,1:positive,,0.99
5483,1:positive,1:positive,,0.91
5484,1:positive,1:positive,,0.99
5485,1:positive,1:positive,,0.99
5486,1:positive,1:positive,,0.91
5487,1:positive,1:positive,,0.95
5488,1:positive,1:positive,,0.98
5489,1:positive,1:positive,,0.98
5490,1:positive,1:positive,,0.99
5491,2:negative,2:negative,,0.76
5492,2:negative,2:negative,,0.86
5493,2:negative,2:negative,,0.93
5494,1:positive,1:positive,,0.96
5495,1:positive,1:positive,,0.96
5496,2:negative,2:negative,,0.92
5497,1:positive,1:positive,,0.99
5498,1:positive,1:positive,,0.96
5499,1:positive,1:positive,,0.94
5500,1:positive,1:positive,,0.97
5501,1:positive,1:positive,,1
5502,1:positive,1:positive,,0.97
5503,1:positive,1:positive,,0.98
5504,2:negative,2:negative,,0.8
5505,1:positive,1:positive,,0.95
5506,1:positive,1:positive,,0.95
5507,1:positive,1:positive,,0.99
5508,1:positive,1:positive,,0.93
5509,1:positive,1:positive,,0.96
5510,3:neutral,3:neutral,,0.65
5511,1:positive,1:positive,,0.93
5512,1:positive,1:positive,,0.98
5513,1:positive,1:positive,,0.84
5514,1:positive,1:positive,,0.98
5515,1:positive,1:positive,,0.76
5516,1:positive,1:positive,,1
5517,1:positive,1:positive,,0.89
5518,1:positive,1:positive,,0.93
5519,1:positive,1:positive,,0.96
5520,1:positive,1:positive,,0.99
5521,1:positive,1:positive,,0.94
5522,1:positive,1:positive,,0.97
5523,1:positive,1:positive,,0.96
5524,1:positive,1:positive,,0.93
5525,1:positive,1:positive,,1
5526,1:positive,1:positive,,1
5527,1:positive,1:positive,,0.96
5528,1:positive,1:positive,,0.88
5529,2:negative,2:negative,,0.78
5530,1:positive,1:positive,,0.99
5531,1:positive,1:positive,,0.97
5532,2:negative,2:negative,,0.88
5533,1:positive,1:positive,,0.91
5534,2:negative,2:negative,,0.74
5535,1:positive,1:positive,,0.91
5536,1:positive,1:positive,,1
5537,1:positive,1:positive,,0.93
5538,1:positive,1:positive,,1
5539,1:positive,1:positive,,0.99
5540,1:positive,1:positive,,1
5541,1:positive,1:positive,,0.89
5542,2:negative,2:negative,,0.9
5543,1:positive,1:positive,,0.98
5544,2:negative,2:negative,,0.85
5545,1:positive,1:positive,,0.95
5546,1:positive,1:positive,,0.82
5547,1:positive,1:positive,,0.93
5548,2:negative,2:negative,,0.82
5549,1:positive,1:positive,,0.98
5550,2:negative,2:negative,,0.92
5551,2:negative,2:negative,,0.7
5552,1:positive,1:positive,,0.97
5553,1:positive,1:positive,,0.96
5554,1:positive,1:positive,,0.93
5555,1:positive,1:positive,,0.95
5556,1:positive,1:positive,,0.99
5557,1:positive,1:positive,,0.98
5558,1:positive,1:positive,,0.96
5559,2:negative,2:negative,,0.81
5560,1:positive,1:positive,,0.99
5561,1:positive,1:positive,,0.96
5562,2:negative,2:negative,,0.74
5563,1:positive,1:positive,,0.99
5564,1:positive,1:positive,,0.96
5565,1:positive,1:positive,,0.89
5566,1:positive,1:positive,,0.99
5567,1:positive,1:positive,,0.97
5568,3:neutral,3:neutral,,0.62
5569,1:positive,1:positive,,0.91
5570,1:positive,1:positive,,0.87
5571,1:positive,1:positive,,0.96
5572,1:positive,1:positive,,0.96
5573,1:positive,1:positive,,0.89
5574,1:positive,1:positive,,0.96
5575,1:positive,1:positive,,0.97
5576,1:positive,1:positive,,0.9
5577,1:positive,1:positive,,0.98
5578,1:positive,1:positive,,0.95
5579,1:positive,1:positive,,0.99
5580,1:positive,1:positive,,0.94
5581,1:positive,1:positive,,0.88
5582,2:negative,2:negative,,0.97
5583,1:positive,1:positive,,0.9
5584,1:positive,1:positive,,0.96
5585,1:positive,1:positive,,0.95
5586,2:negative,2:negative,,0.73
5587,1:positive,1:positive,,0.89
5588,1:positive,1:positive,,0.98
5589,1:positive,1:positive,,0.98
5590,1:positive,1:positive,,1
5591,1:positive,1:positive,,0.98
5592,1:positive,1:positive,,0.98
5593,1:positive,1:positive,,0.93
5594,2:negative,2:negative,,0.79
5595,1:positive,1:positive,,1
5596,1:positive,1:positive,,0.96
5597,1:positive,1:positive,,0.97
5598,1:positive,1:positive,,0.93
5599,1:positive,1:positive,,0.95
5600,1:positive,1:positive,,0.95
5601,2:negative,2:negative,,0.95
5602,2:negative,2:negative,,0.87
5603,1:positive,1:positive,,0.96
5604,2:negative,2:negative,,0.71
5605,1:positive,1:positive,,0.94
5606,1:positive,1:positive,,0.94
5607,2:negative,2:negative,,0.8
5608,1:positive,1:positive,,0.95
5609,1:positive,1:positive,,0.99
5610,2:negative,2:negative,,0.84
5611,1:positive,1:positive,,0.92
5612,1:positive,1:positive,,0.98
5613,1:positive,1:positive,,0.95
5614,1:positive,1:positive,,0.88
5615,2:negative,2:negative,,0.8
5616,1:positive,1:positive,,0.96
5617,1:positive,1:positive,,1
5618,1:positive,1:positive,,0.98
5619,1:positive,1:positive,,0.98
5620,2:negative,2:negative,,0.9
5621,2:negative,2:negative,,0.84
5622,1:positive,1:positive,,0.99
5623,1:positive,1:positive,,0.92
5624,1:positive,1:positive,,0.98
5625,1:positive,1:positive,,0.98
5626,2:negative,2:negative,,0.72
5627,1:positive,1:positive,,0.96
5628,1:positive,1:positive,,0.83
5629,1:positive,1:positive,,0.93
5630,2:negative,2:negative,,0.81
5631,1:positive,1:positive,,0.95
5632,2:negative,2:negative,,0.75
5633,1:positive,1:positive,,0.95
5634,1:positive,1:positive,,0.99
5635,2:negative,2:negative,,0.86
5636,1:positive,1:positive,,0.98
5637,1:positive,1:positive,,0.98
5638,1:positive,1:positive,,0.93
5639,1:positive,1:positive,,0.99
5640,2:negative,2:negative,,0.92
5641,1:positive,1:positive,,0.96
5642,1:positive,1:positive,,1
5643,1:positive,1:positive,,0.96
5644,2:negative,2:negative,,0.68
5645,1:positive,1:positive,,0.84
5646,1:positive,1:positive,,0.97
5647,1:positive,1:positive,,0.95
5648,2:negative,2:negative,,0.91
5649,1:positive,1:positive,,0.98
5650,1:positive,1:positive,,0.9
5651,1:positive,1:positive,,0.95
5652,2:negative,2:negative,,0.96
5653,1:positive,1:positive,,0.89
5654,1:positive,1:positive,,0.9
5655,2:negative,2:negative,,0.96
5656,1:positive,1:positive,,0.92
5657,2:negative,2:negative,,0.67
5658,1:positive,1:positive,,0.93
5659,1:positive,1:positive,,0.86
5660,2:negative,2:negative,,0.86
5661,1:positive,1:positive,,1
5662,1:positive,1:positive,,0.99
5663,2:negative,2:negative,,0.89
5664,1:positive,1:positive,,0.94
5665,1:positive,1:positive,,0.94
5666,1:positive,1:positive,,0.98
5667,1:positive,1:positive,,0.91
5668,1:positive,1:positive,,0.97
5669,2:negative,2:negative,,0.93
5670,1:positive,1:positive,,0.99
5671,1:positive,1:positive,,0.94
5672,2:negative,2:negative,,0.73
5673,1:positive,1:positive,,0.95
5674,1:positive,1:positive,,0.98
5675,1:positive,1:positive,,0.87
5676,2:negative,2:negative,,0.87
5677,1:positive,1:positive,,0.98
5678,2:negative,2:negative,,0.78
5679,1:positive,1:positive,,0.99
5680,1:positive,1:positive,,0.85
5681,1:positive,1:positive,,0.91
5682,1:positive,1:positive,,0.99
5683,2:negative,2:negative,,0.87
5684,3:neutral,3:neutral,,0.71
5685,1:positive,1:positive,,0.9
5686,1:positive,1:positive,,0.97
5687,1:positive,1:positive,,0.97
5688,1:positive,1:positive,,0.96
5689,2:negative,2:negative,,0.86
5690,1:positive,1:positive,,0.9
5691,1:positive,1:positive,,0.9
5692,1:positive,1:positive,,0.98
5693,1:positive,1:positive,,0.97
5694,1:positive,1:positive,,0.86
5695,1:positive,1:positive,,0.99
5696,1:positive,1:positive,,0.97
5697,1:positive,1:positive,,0.98
5698,1:positive,1:positive,,0.99
5699,1:positive,1:positive,,0.99
5700,2:negative,2:negative,,0.84
5701,1:positive,1:positive,,0.94
5702,1:positive,1:positive,,1
5703,1:positive,1:positive,,0.98
5704,1:positive,1:positive,,0.88
5705,1:positive,1:positive,,0.99
5706,1:positive,1:positive,,0.99
5707,1:positive,1:positive,,0.96
5708,1:positive,1:positive,,0.97
5709,1:positive,1:positive,,0.93
5710,2:negative,2:negative,,0.85
5711,1:positive,1:positive,,0.98
5712,2:negative,2:negative,,0.69
5713,1:positive,1:positive,,0.95
5714,1:positive,1:positive,,0.89
5715,2:negative,2:negative,,0.83
5716,1:positive,1:positive,,0.92
5717,1:positive,1:positive,,0.99
5718,1:positive,1:positive,,0.93
5719,1:positive,1:positive,,0.92
5720,1:positive,1:positive,,0.92
5721,1:positive,1:positive,,0.92
5722,2:negative,2:negative,,0.71
5723,2:negative,2:negative,,0.9
5724,2:negative,2:negative,,0.81
5725,1:positive,1:positive,,0.96
5726,1:positive,1:positive,,0.98
5727,1:positive,1:positive,,0.9
5728,1:positive,1:positive,,0.88
5729,1:positive,1:positive,,0.98
5730,1:positive,1:positive,,0.97
5731,1:positive,1:positive,,0.96
5732,1:positive,1:positive,,0.96
5733,2:negative,2:negative,,0.85
5734,1:positive,1:positive,,1
5735,1:positive,1:positive,,0.97
5736,2:negative,2:negative,,0.82
5737,1:positive,1:positive,,0.89
5738,1:positive,1:positive,,0.98
5739,1:positive,1:positive,,0.89
5740,1:positive,1:positive,,0.92
5741,1:positive,1:positive,,0.93
5742,1:positive,1:positive,,0.85
5743,1:positive,1:positive,,0.96
5744,2:negative,2:negative,,0.76
5745,2:negative,2:negative,,0.78
5746,1:positive,1:positive,,0.94
5747,1:positive,1:positive,,0.92
5748,1:positive,1:positive,,0.95
5749,1:positive,1:positive,,0.92
5750,1:positive,1:positive,,0.9
5751,1:positive,1:positive,,0.89
5752,1:positive,1:positive,,0.94
5753,1:positive,1:positive,,0.93
5754,2:negative,2:negative,,0.9
5755,2:negative,2:negative,,0.78
5756,2:negative,2:negative,,0.82
5757,1:positive,1:positive,,0.96
5758,2:negative,2:negative,,0.88
5759,1:positive,1:positive,,0.99
5760,1:positive,1:positive,,0.97
5761,1:positive,1:positive,,0.97
5762,1:positive,1:positive,,0.95
5763,1:positive,1:positive,,0.94
5764,2:negative,2:negative,,0.86
5765,1:positive,1:positive,,1
5766,2:negative,2:negative,,0.79
5767,3:neutral,3:neutral,,0.63
5768,1:positive,1:positive,,0.78
5769,1:positive,1:positive,,0.96
5770,1:positive,1:positive,,0.99
5771,1:positive,1:positive,,0.89
5772,1:positive,1:positive,,1
5773,2:negative,2:negative,,0.87
5774,1:positive,1:positive,,0.96
5775,1:positive,1:positive,,0.96
5776,2:negative,2:negative,,0.73
5777,1:positive,1:positive,,0.96
5778,1:positive,1:positive,,0.96
5779,1:positive,1:positive,,0.95
5780,2:negative,2:negative,,0.89
5781,2:negative,2:negative,,0.95
5782,1:positive,1:positive,,0.98
5783,1:positive,1:positive,,0.91
5784,2:negative,2:negative,,0.87
5785,1:positive,1:positive,,0.97
5786,2:negative,2:negative,,0.78
5787,1:positive,1:positive,,1
5788,1:positive,1:positive,,0.96
5789,1:positive,1:positive,,0.86
5790,1:positive,1:positive,,0.99
5791,1:positive,1:positive,,0.99
5792,1:positive,1:positive,,0.98
5793,1:positive,1:positive,,0.92
5794,1:positive,1:positive,,0.97
5795,2:negative,2:negative,,0.71
5796,1:positive,1:positive,,0.89
5797,2:negative,2:negative,,0.84
5798,2:negative,2:negative,,0.72
5799,1:positive,1:positive,,0.95
5800,1:positive,1:positive,,0.96
5801,1:positive,1:positive,,0.91
5802,1:positive,1:positive,,0.85
5803,1:positive,1:positive,,0.92
5804,1:positive,1:positive,,0.87
5805,1:positive,1:positive,,0.96
5806,1:positive,1:positive,,0.97
5807,3:neutral,3:neutral,,0.69
5808,2:negative,2:negative,,0.82
5809,2:negative,2:negative,,0.75
5810,1:positive,1:positive,,0.88
5811,1:positive,1:positive,,0.94
5812,1:positive,1:positive,,0.96
5813,1:positive,1:positive,,0.94
5814,1:positive,1:positive,,0.98
5815,1:positive,1:positive,,0.98
5816,1:positive,1:positive,,1
5817,1:positive,1:positive,,0.99
5818,1:positive,1:positive,,1
5819,1:positive,1:positive,,0.99
5820,1:positive,1:positive,,0.95
5821,1:positive,1:positive,,0.96
5822,1:positive,1:positive,,0.94
5823,1:positive,1:positive,,0.94
5824,1:positive,1:positive,,0.92
5825,1:positive,1:positive,,1
5826,2:negative,2:negative,,0.93
5827,1:positive,1:positive,,0.97
5828,2:negative,2:negative,,0.84
5829,1:positive,1:positive,,0.97
5830,2:negative,2:negative,,0.73
5831,2:negative,2:negative,,0.82
5832,1:positive,1:positive,,0.99
5833,1:positive,1:positive,,0.96
5834,2:negative,2:negative,,0.74
5835,2:negative,2:negative,,0.81
5836,1:positive,1:positive,,0.89
5837,2:negative,2:negative,,0.87
5838,1:positive,1:positive,,0.97
5839,1:positive,1:positive,,0.99
5840,1:positive,1:positive,,0.97
5841,1:positive,1:positive,,0.99
5842,1:positive,1:positive,,0.98
5843,1:positive,1:positive,,0.93
5844,1:positive,1:positive,,0.99
5845,1:positive,1:positive,,0.92
5846,2:negative,2:negative,,0.9
5847,1:positive,1:positive,,0.9
5848,1:positive,1:positive,,0.93
5849,2:negative,2:negative,,0.7
5850,2:negative,2:negative,,0.87
5851,1:positive,1:positive,,0.96
5852,1:positive,1:positive,,0.97
5853,1:positive,1:positive,,0.98
5854,1:positive,1:positive,,0.83
5855,1:positive,1:positive,,0.94
5856,2:negative,2:negative,,0.95
5857,2:negative,2:negative,,0.74
5858,2:negative,2:negative,,0.73
5859,1:positive,1:positive,,0.98
5860,1:positive,1:positive,,0.95
5861,2:negative,2:negative,,0.82
5862,1:positive,1:positive,,0.97
5863,1:positive,1:positive,,0.97
5864,1:positive,1:positive,,1
5865,1:positive,1:positive,,0.95
5866,1:positive,1:positive,,0.98
5867,1:positive,1:positive,,0.99
5868,2:negative,2:negative,,0.87
5869,1:positive,1:positive,,0.95
5870,1:positive,1:positive,,0.99
5871,1:positive,1:positive,,0.96
5872,1:positive,1:positive,,0.99
5873,2:negative,2:negative,,0.85
5874,2:negative,2:negative,,0.8
5875,1:positive,1:positive,,1
5876,2:negative,2:negative,,0.83
5877,1:positive,1:positive,,0.97
5878,1:positive,1:positive,,0.96
5879,1:positive,1:positive,,0.95
5880,2:negative,2:negative,,0.82
5881,2:negative,2:negative,,0.79
5882,1:positive,1:positive,,0.98
5883,1:positive,1:positive,,0.99
5884,1:positive,1:positive,,0.95
5885,1:positive,1:positive,,0.94
5886,1:positive,1:positive,,0.94
5887,1:positive,1:positive,,0.92
5888,1:positive,1:positive,,0.87
5889,1:positive,1:positive,,0.91
5890,1:positive,1:positive,,0.98
5891,1:positive,1:positive,,0.96
5892,2:negative,2:negative,,0.85
5893,1:positive,1:positive,,0.98
5894,1:positive,1:positive,,1
5895,1:positive,1:positive,,0.86
5896,1:positive,1:positive,,0.99
5897,1:positive,1:positive,,0.9
5898,1:positive,1:positive,,0.99
5899,1:positive,1:positive,,0.98
5900,2:negative,2:negative,,0.79
5901,1:positive,1:positive,,0.93
5902,1:positive,1:positive,,0.9
5903,1:positive,1:positive,,0.97
5904,1:positive,1:positive,,0.91
5905,1:positive,1:positive,,0.95
5906,2:negative,2:negative,,0.96
5907,1:positive,1:positive,,0.96
5908,2:negative,2:negative,,0.9
5909,2:negative,2:negative,,0.76
5910,1:positive,1:positive,,0.95
5911,1:positive,1:positive,,0.93
5912,1:positive,1:positive,,0.99
5913,1:positive,1:positive,,0.98
5914,2:negative,2:negative,,0.71
5915,1:positive,1:positive,,0.98
5916,1:positive,1:positive,,0.95
5917,1:positive,1:positive,,0.98
5918,2:negative,2:negative,,0.77
5919,1:positive,1:positive,,0.92
5920,2:negative,2:negative,,0.9
5921,1:positive,1:positive,,0.89
5922,2:negative,2:negative,,0.82
5923,1:positive,1:positive,,0.97
5924,1:positive,1:positive,,0.99
5925,1:positive,1:positive,,0.96
5926,2:negative,2:negative,,0.76
5927,1:positive,1:positive,,0.89
5928,1:positive,1:positive,,1
5929,1:positive,1:positive,,0.93
5930,2:negative,2:negative,,0.93
5931,1:positive,1:positive,,0.98
5932,1:positive,1:positive,,1
5933,1:positive,1:positive,,0.99
5934,1:positive,1:positive,,0.99
5935,1:positive,1:positive,,0.92
5936,1:positive,1:positive,,0.92
5937,1:positive,1:positive,,1
5938,1:positive,1:positive,,0.95
5939,1:positive,1:positive,,0.9
5940,1:positive,1:positive,,0.99
5941,1:positive,1:positive,,0.92
5942,2:negative,2:negative,,0.87
5943,1:positive,1:positive,,0.9
5944,1:positive,1:positive,,0.95
5945,2:negative,2:negative,,0.79
5946,2:negative,2:negative,,0.84
5947,1:positive,1:positive,,0.98
5948,1:positive,1:positive,,0.87
5949,1:positive,1:positive,,0.91
5950,1:positive,1:positive,,0.94
5951,1:positive,1:positive,,0.97
5952,1:positive,1:positive,,0.97
5953,1:positive,1:positive,,0.94
5954,2:negative,2:negative,,0.92
5955,1:positive,1:positive,,0.95
5956,1:positive,1:positive,,0.98
5957,1:positive,1:positive,,0.9
5958,1:positive,1:positive,,0.97
5959,1:positive,1:positive,,0.92
5960,1:positive,1:positive,,0.93
5961,1:positive,1:positive,,0.99
5962,1:positive,1:positive,,0.94
5963,1:positive,1:positive,,0.99
5964,1:positive,1:positive,,0.97
5965,3:neutral,3:neutral,,0.6
5966,1:positive,1:positive,,0.95
5967,1:positive,1:positive,,0.93
5968,1:positive,1:positive,,0.93
5969,2:negative,2:negative,,0.88
5970,1:positive,1:positive,,0.98
5971,1:positive,1:positive,,0.99
5972,1:positive,1:positive,,0.94
5973,1:positive,1:positive,,0.92
5974,1:positive,1:positive,,0.92
5975,1:positive,1:positive,,1
5976,1:positive,1:positive,,0.97
5977,1:positive,1:positive,,0.92
5978,1:positive,1:positive,,0.92
5979,2:negative,2:negative,,0.91
5980,2:negative,2:negative,,0.78
5981,1:positive,1:positive,,0.99
5982,1:positive,1:positive,,0.98
5983,1:positive,1:positive,,0.97
5984,2:negative,2:negative,,0.79
5985,1:positive,1:positive,,0.93
5986,1:positive,1:positive,,0.96
5987,1:positive,1:positive,,0.86
5988,1:positive,1:positive,,0.9
5989,1:positive,1:positive,,0.97
5990,1:positive,1:positive,,0.98
5991,1:positive,1:positive,,0.96
5992,1:positive,1:positive,,0.9
5993,2:negative,2:negative,,0.93
5994,1:positive,1:positive,,0.96
5995,1:positive,1:positive,,0.96
5996,1:positive,1:positive,,0.97
5997,1:positive,1:positive,,0.93
5998,1:positive,1:positive,,0.93
5999,1:positive,1:positive,,0.96
6000,1:positive,1:positive,,0.93
6001,1:positive,1:positive,,0.96
6002,2:negative,2:negative,,0.83
6003,1:positive,1:positive,,0.95
6004,2:negative,2:negative,,0.75
6005,1:positive,1:positive,,0.93
6006,1:positive,1:positive,,0.97
6007,3:neutral,3:neutral,,0.52
6008,1:positive,1:positive,,0.93
6009,1:positive,1:positive,,0.89
6010,1:positive,1:positive,,0.97
6011,1:positive,1:positive,,0.97
6012,1:positive,1:positive,,0.92
6013,1:positive,1:positive,,0.98
6014,1:positive,1:positive,,0.95
6015,2:negative,2:negative,,0.84
6016,1:positive,1:positive,,0.98
6017,1:positive,1:positive,,0.92
6018,1:positive,1:positive,,0.9
6019,2:negative,2:negative,,0.89
6020,1:positive,1:positive,,0.97
6021,1:positive,1:positive,,0.93
6022,2:negative,2:negative,,0.86
6023,1:positive,1:positive,,0.92
6024,1:positive,1:positive,,0.97
6025,3:neutral,3:neutral,,0.64
6026,1:positive,1:positive,,0.93
6027,1:positive,1:positive,,1
6028,1:positive,1:positive,,0.88
6029,1:positive,1:positive,,1
6030,1:positive,1:positive,,0.99
6031,1:positive,1:positive,,0.95
6032,1:positive,1:positive,,0.99
6033,1:positive,1:positive,,0.86
6034,1:positive,1:positive,,0.99
6035,1:positive,1:positive,,0.98
